wardname,wardcode,lganame,statename,year_month,event_count,total_fatalities,event_type_breakdown
Agila / Igumale 2,BNSGMU01,Ado,Benue,2020-02,1,0,{'Violence against civilians': 1}
Agila / Igumale 2,BNSGMU01,Ado,Benue,2020-05,1,0,{'Violence against civilians': 1}
Agila / Igumale 2,BNSGMU01,Ado,Benue,2020-10,1,2,{'Violence against civilians': 1}
Agila / Igumale 2,BNSGMU01,Ado,Benue,2021-05,1,21,{'Violence against civilians': 1}
Agila / Igumale 2,BNSGMU01,Ado,Benue,2024-04,1,0,{'Battles': 1}
Agila / Igumale 2,BNSGMU01,Ado,Benue,2024-09,1,1,{'Violence against civilians': 1}
Ago-Are 2,OYSATIB01,Atisbo,Oyo,2024-02,1,1,{'Violence against civilians': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2018-07,1,0,{'Protests': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2020-01,1,0,{'Riots': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2020-08,1,1,{'Violence against civilians': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2020-12,2,1,"{'Protests': 1, 'Violence against civilians': 1}"
Agodi,OYSIBN03,Ibadan North,Oyo,2021-01,2,3,{'Battles': 2}
Agodi,OYSIBN03,Ibadan North,Oyo,2021-02,1,0,{'Protests': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2021-11,2,0,{'Protests': 2}
Agodi,OYSIBN03,Ibadan North,Oyo,2022-03,1,0,{'Protests': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2022-09,1,0,{'Protests': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2022-10,1,0,{'Protests': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2023-02,1,0,{'Riots': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2023-05,1,0,{'Battles': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2023-07,2,0,"{'Protests': 1, 'Battles': 1}"
Agodi,OYSIBN03,Ibadan North,Oyo,2023-08,3,0,"{'Protests': 2, 'Riots': 1}"
Agodi,OYSIBN03,Ibadan North,Oyo,2023-11,1,0,{'Riots': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2023-12,1,0,{'Protests': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2024-02,1,0,{'Protests': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2024-04,1,0,{'Battles': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2024-05,1,0,{'Battles': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2024-07,1,1,{'Battles': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2024-08,1,0,{'Protests': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2024-09,3,0,{'Protests': 3}
Agodi,OYSIBN03,Ibadan North,Oyo,2024-11,1,0,{'Riots': 1}
Agodi,OYSIBN03,Ibadan North,Oyo,2025-02,2,0,{'Protests': 2}
Agodi,OYSIBN03,Ibadan North,Oyo,2025-04,2,0,{'Protests': 2}
Agodi,OYSIBN03,Ibadan North,Oyo,2025-05,1,0,{'Protests': 1}
Agoro,OYSOSO04,Olorunsogo,Oyo,2018-05,1,1,{'Battles': 1}
Agoro,OYSOSO04,Olorunsogo,Oyo,2023-07,1,2,{'Violence against civilians': 1}
Agoro,OYSOSO04,Olorunsogo,Oyo,2025-07,1,0,{'Battles': 1}
Agulu 1,ANSNEN07,Anaocha,Anambra,2010-01,1,0,{'Violence against civilians': 1}
Agulu 1,ANSNEN07,Anaocha,Anambra,2015-02,1,0,{'Violence against civilians': 1}
Agulu 1,ANSNEN07,Anaocha,Anambra,2015-03,1,0,{'Protests': 1}
Agulu 1,ANSNEN07,Anaocha,Anambra,2015-04,1,0,{'Protests': 1}
Agulu 1,ANSNEN07,Anaocha,Anambra,2021-11,1,0,{'Protests': 1}
Agulu 1,ANSNEN07,Anaocha,Anambra,2022-03,1,1,{'Violence against civilians': 1}
Agulu 1,ANSNEN07,Anaocha,Anambra,2022-04,1,3,{'Battles': 1}
Agulu 1,ANSNEN07,Anaocha,Anambra,2022-05,1,1,{'Violence against civilians': 1}
Agulu 1,ANSNEN07,Anaocha,Anambra,2023-07,1,0,{'Violence against civilians': 1}
Agulu 1,ANSNEN07,Anaocha,Anambra,2023-10,1,0,{'Protests': 1}
Agulu 1,ANSNEN07,Anaocha,Anambra,2024-11,2,1,"{'Violence against civilians': 1, 'Battles': 1}"
Aguluzigbo,ANSNEN11,Anaocha,Anambra,2022-06,1,0,{'Violence against civilians': 1}
Aguluzigbo,ANSNEN11,Anaocha,Anambra,2023-11,1,2,{'Battles': 1}
Agunpopo 2,OYSATA04,Atiba,Oyo,2024-03,1,0,{'Riots': 1}
Agura / Sabo 2,OGSSAU02,Shagamu,Ogun,2017-12,1,0,{'Protests': 1}
Agura / Sabo 2,OGSSAU02,Shagamu,Ogun,2022-06,1,0,{'Protests': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2006-08,1,0,{'Battles': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2007-04,1,3,{'Battles': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2007-09,1,0,{'Protests': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2011-11,1,0,{'Violence against civilians': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2012-05,1,2,{'Battles': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2014-01,1,0,{'Explosions/Remote violence': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2015-03,1,0,{'Protests': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2015-04,1,0,{'Violence against civilians': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2016-01,1,8,{'Violence against civilians': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2016-04,1,19,{'Violence against civilians': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2018-12,1,0,{'Violence against civilians': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2021-03,1,0,{'Riots': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2021-07,1,0,{'Violence against civilians': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2021-11,2,3,"{'Riots': 1, 'Violence against civilians': 1}"
Aheward 2,RVSAHD02,Ahoada East,Rivers,2022-01,2,0,"{'Battles': 1, 'Violence against civilians': 1}"
Aheward 2,RVSAHD02,Ahoada East,Rivers,2022-11,1,5,{'Battles': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2023-05,1,3,{'Battles': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2023-06,2,3,"{'Strategic developments': 1, 'Battles': 1}"
Aheward 2,RVSAHD02,Ahoada East,Rivers,2023-09,2,1,"{'Riots': 1, 'Battles': 1}"
Aheward 2,RVSAHD02,Ahoada East,Rivers,2024-02,1,1,{'Battles': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2024-04,1,2,{'Battles': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2024-06,2,1,"{'Violence against civilians': 1, 'Protests': 1}"
Aheward 2,RVSAHD02,Ahoada East,Rivers,2024-10,1,0,{'Protests': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2025-04,1,0,{'Protests': 1}
Aheward 2,RVSAHD02,Ahoada East,Rivers,2025-06,2,2,"{'Battles': 1, 'Riots': 1}"
Ahiaba / Abala,ABSNGK04,Obi Nwga,Abia,2008-01,1,0,{'Violence against civilians': 1}
Ahiaba / Abala,ABSNGK04,Obi Nwga,Abia,2020-08,1,0,{'Protests': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2015-03,2,0,{'Riots': 2}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2015-09,1,6,{'Violence against civilians': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2016-02,1,15,{'Violence against civilians': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2016-03,2,9,{'Violence against civilians': 2}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2016-08,1,0,{'Protests': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2016-09,1,1,{'Battles': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2016-11,1,4,{'Battles': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2016-12,3,11,"{'Violence against civilians': 2, 'Battles': 1}"
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2017-01,2,6,"{'Violence against civilians': 1, 'Battles': 1}"
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2017-02,1,1,{'Battles': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2017-09,1,0,{'Battles': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2018-01,1,17,{'Violence against civilians': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2020-08,1,0,{'Protests': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2021-03,1,0,{'Violence against civilians': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2021-08,1,0,{'Protests': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2021-10,1,0,{'Protests': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2021-11,2,0,{'Strategic developments': 2}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2024-05,1,2,{'Violence against civilians': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2024-10,1,0,{'Protests': 1}
Ahiahu / Omuku Town,RVSRGM02,Ogba/Egbema/Ndoni,Rivers,2025-03,1,0,{'Strategic developments': 1}
Ahiaukwu A / Amangwu,ABSAPR01,Umuahia South,Abia,2019-05,1,0,{'Protests': 1}
Airways,LASSUE03,Surulere,Lagos,2003-04,1,0,{'Battles': 1}
Airways,LASSUE03,Surulere,Lagos,2020-01,1,0,{'Riots': 1}
Airways,LASSUE03,Surulere,Lagos,2020-04,1,1,{'Violence against civilians': 1}
Airways,LASSUE03,Surulere,Lagos,2022-07,1,0,{'Riots': 1}
Airways,LASSUE03,Surulere,Lagos,2023-01,1,0,{'Strategic developments': 1}
Aiyetoro / Agirigbon 2,KGSJMU02,Ijumu,Kogi,2017-04,2,0,"{'Protests': 1, 'Violence against civilians': 1}"
Aiyetoro / Agirigbon 2,KGSJMU02,Ijumu,Kogi,2019-04,1,0,{'Violence against civilians': 1}
Aiyetoro / Agirigbon 2,KGSJMU02,Ijumu,Kogi,2019-11,1,1,{'Violence against civilians': 1}
Ajaguro,LASIKU06,Ikorodu,Lagos,2017-12,1,0,{'Protests': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2013-07,1,4,{'Violence against civilians': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2019-06,1,3,{'Riots': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2019-07,1,10,{'Battles': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2020-01,1,0,{'Protests': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2020-04,1,0,{'Battles': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2020-05,1,0,{'Violence against civilians': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2020-06,1,1,{'Riots': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2020-10,1,0,{'Protests': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2020-11,1,0,{'Violence against civilians': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2021-02,1,2,{'Violence against civilians': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2021-05,1,0,{'Riots': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2021-07,1,0,{'Violence against civilians': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2021-09,1,0,{'Violence against civilians': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2022-01,1,0,{'Violence against civilians': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2022-12,4,2,"{'Violence against civilians': 2, 'Protests': 1, 'Riots': 1}"
Ajah,LASEOA03,Eti Osa,Lagos,2023-02,1,0,{'Violence against civilians': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2023-05,1,0,{'Protests': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2023-06,1,0,{'Riots': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2023-10,2,0,{'Protests': 2}
Ajah,LASEOA03,Eti Osa,Lagos,2024-04,1,0,{'Battles': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2024-05,3,2,"{'Battles': 2, 'Protests': 1}"
Ajah,LASEOA03,Eti Osa,Lagos,2024-06,1,0,{'Strategic developments': 1}
Ajah,LASEOA03,Eti Osa,Lagos,2025-01,1,1,{'Battles': 1}
Ajaka 2,KGSAJK02,Igalamela-Odolu,Kogi,2019-05,1,0,{'Violence against civilians': 1}
Ajaka 2,KGSAJK02,Igalamela-Odolu,Kogi,2019-11,1,0,{'Violence against civilians': 1}
Ajaka 2,KGSAJK02,Igalamela-Odolu,Kogi,2022-01,1,1,{'Violence against civilians': 1}
Ajaka 2,KGSAJK02,Igalamela-Odolu,Kogi,2022-08,1,1,{'Violence against civilians': 1}
Ajaka 2,KGSAJK02,Igalamela-Odolu,Kogi,2023-01,2,1,{'Violence against civilians': 2}
Ajaka 2,KGSAJK02,Igalamela-Odolu,Kogi,2023-10,1,0,{'Violence against civilians': 1}
Ajaka 2,KGSAJK02,Igalamela-Odolu,Kogi,2023-11,1,0,{'Strategic developments': 1}
Ajaka 2,KGSAJK02,Igalamela-Odolu,Kogi,2024-04,1,1,{'Battles': 1}
Ajao Estate,LASOIO04,Oshodi/Isolo,Lagos,2023-03,1,0,{'Strategic developments': 1}
Ajara,OGSSAU03,Shagamu,Ogun,1999-07,2,36,{'Battles': 2}
Ajara,OGSSAU03,Shagamu,Ogun,2001-10,1,5,{'Battles': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2002-03,1,10,{'Violence against civilians': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2003-03,1,0,{'Riots': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2003-09,1,1,{'Violence against civilians': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2007-01,1,0,{'Battles': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2012-11,1,1,{'Violence against civilians': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2013-07,1,0,{'Riots': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2014-04,1,0,{'Protests': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2015-05,1,1,{'Battles': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2016-06,1,10,{'Violence against civilians': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2017-08,1,1,{'Riots': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2018-04,1,0,{'Protests': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2019-04,2,9,{'Battles': 2}
Ajara,OGSSAU03,Shagamu,Ogun,2019-08,1,0,{'Violence against civilians': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2020-02,2,5,{'Riots': 2}
Ajara,OGSSAU03,Shagamu,Ogun,2020-07,1,1,{'Battles': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2020-10,2,0,{'Protests': 2}
Ajara,OGSSAU03,Shagamu,Ogun,2021-01,1,0,{'Protests': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2021-02,1,0,{'Protests': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2021-06,1,1,{'Battles': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2021-10,2,0,{'Protests': 2}
Ajara,OGSSAU03,Shagamu,Ogun,2022-03,2,9,{'Battles': 2}
Ajara,OGSSAU03,Shagamu,Ogun,2022-05,1,0,{'Protests': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2022-06,2,1,"{'Protests': 1, 'Battles': 1}"
Ajara,OGSSAU03,Shagamu,Ogun,2023-02,1,0,{'Riots': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2023-03,2,0,"{'Violence against civilians': 1, 'Strategic developments': 1}"
Ajara,OGSSAU03,Shagamu,Ogun,2023-04,1,2,{'Battles': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2023-05,2,3,{'Battles': 2}
Ajara,OGSSAU03,Shagamu,Ogun,2023-08,1,0,{'Battles': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2023-09,4,20,"{'Strategic developments': 2, 'Battles': 2}"
Ajara,OGSSAU03,Shagamu,Ogun,2023-10,1,0,{'Strategic developments': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2023-11,4,6,"{'Violence against civilians': 3, 'Protests': 1}"
Ajara,OGSSAU03,Shagamu,Ogun,2023-12,2,1,"{'Protests': 1, 'Riots': 1}"
Ajara,OGSSAU03,Shagamu,Ogun,2024-01,1,1,{'Violence against civilians': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2024-05,1,2,{'Battles': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2024-06,1,0,{'Violence against civilians': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2024-07,1,2,{'Battles': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2024-08,3,0,"{'Riots': 2, 'Protests': 1}"
Ajara,OGSSAU03,Shagamu,Ogun,2024-10,1,1,{'Riots': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2024-11,1,0,{'Strategic developments': 1}
Ajara,OGSSAU03,Shagamu,Ogun,2025-07,1,0,{'Protests': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,1998-08,1,4,{'Violence against civilians': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,1999-07,2,5,{'Battles': 2}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,1999-10,1,0,{'Battles': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,1999-11,1,12,{'Battles': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,1999-12,1,2,{'Riots': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2010-04,4,1,"{'Riots': 3, 'Violence against civilians': 1}"
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2013-12,1,0,{'Protests': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2014-03,1,1,{'Battles': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2014-05,1,0,{'Riots': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2014-07,1,2,{'Protests': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2015-02,1,6,{'Riots': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2018-04,1,15,{'Battles': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2018-05,1,1,{'Riots': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2019-12,1,2,{'Riots': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2022-06,1,0,{'Riots': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2023-01,2,0,{'Protests': 2}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2023-03,2,3,"{'Strategic developments': 1, 'Battles': 1}"
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2023-06,1,1,{'Violence against civilians': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2023-11,1,0,{'Protests': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2024-04,3,3,{'Battles': 3}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2024-09,1,0,{'Protests': 1}
Ajegunle,LASATO02,Ajeromi/Ifelodun,Lagos,2025-04,2,2,{'Battles': 2}
Ajiran / Osapa,LASEOA04,Eti Osa,Lagos,2023-04,1,0,{'Protests': 1}
Akabo,IMSKED02,Ikeduru,Imo,2021-04,1,1,{'Riots': 1}
Akabo,IMSKED02,Ikeduru,Imo,2021-06,1,0,{'Battles': 1}
Akabo,IMSKED02,Ikeduru,Imo,2021-11,1,0,{'Violence against civilians': 1}
Akabo,IMSKED02,Ikeduru,Imo,2023-11,2,1,{'Violence against civilians': 2}
Akabo,IMSKED02,Ikeduru,Imo,2024-06,1,3,{'Battles': 1}
Akata 2,IMSMGD02,Oru East,Imo,2021-11,1,0,{'Battles': 1}
Akiode,LASIKA02,Ikeja,Lagos,2022-04,1,0,{'Riots': 1}
Akiode,LASIKA02,Ikeja,Lagos,2023-03,2,0,"{'Protests': 1, 'Violence against civilians': 1}"
Akoka / Anu-Oluwapo,LASSMU02,Shomolu,Lagos,2015-06,1,1,{'Violence against civilians': 1}
Akoka / Anu-Oluwapo,LASSMU02,Shomolu,Lagos,2018-02,1,0,{'Protests': 1}
Akoka / Anu-Oluwapo,LASSMU02,Shomolu,Lagos,2018-07,1,0,{'Protests': 1}
Akoka / Anu-Oluwapo,LASSMU02,Shomolu,Lagos,2020-08,1,0,{'Protests': 1}
Akoka / Anu-Oluwapo,LASSMU02,Shomolu,Lagos,2022-05,1,0,{'Protests': 1}
Akoka / Anu-Oluwapo,LASSMU02,Shomolu,Lagos,2022-11,1,0,{'Protests': 1}
Akoka / Anu-Oluwapo,LASSMU02,Shomolu,Lagos,2024-07,6,0,"{'Protests': 4, 'Violence against civilians': 2}"
Akoka / Anu-Oluwapo,LASSMU02,Shomolu,Lagos,2024-11,1,0,{'Protests': 1}
Akoka / Anu-Oluwapo,LASSMU02,Shomolu,Lagos,2025-01,1,1,{'Battles': 1}
Akpo,ANSAGU04,Aguata,Anambra,2022-04,1,0,{'Violence against civilians': 1}
Aktward 1,RVSABM01,Akuku Toru,Rivers,2004-05,1,0,{'Protests': 1}
Aktward 1,RVSABM01,Akuku Toru,Rivers,2004-06,1,0,{'Protests': 1}
Aktward 1,RVSABM01,Akuku Toru,Rivers,2004-07,1,0,{'Protests': 1}
Aktward 1,RVSABM01,Akuku Toru,Rivers,2005-09,1,0,{'Battles': 1}
Aktward 1,RVSABM01,Akuku Toru,Rivers,2006-04,1,0,{'Battles': 1}
Aktward 1,RVSABM01,Akuku Toru,Rivers,2023-08,2,0,{'Explosions/Remote violence': 2}
Aktward 1,RVSABM01,Akuku Toru,Rivers,2024-04,1,0,{'Explosions/Remote violence': 1}
Aktward 11,RVSABM11,Akuku Toru,Rivers,2008-09,2,0,"{'Strategic developments': 1, 'Violence against civilians': 1}"
Aktward 11,RVSABM11,Akuku Toru,Rivers,2009-06,1,0,{'Strategic developments': 1}
Aktward 11,RVSABM11,Akuku Toru,Rivers,2017-08,10,0,"{'Riots': 9, 'Protests': 1}"
Aktward 11,RVSABM11,Akuku Toru,Rivers,2019-07,1,0,{'Protests': 1}
Aktward 11,RVSABM11,Akuku Toru,Rivers,2021-07,1,0,{'Violence against civilians': 1}
Aktward 16,RVSABM16,Akuku Toru,Rivers,2004-05,1,0,{'Protests': 1}
Aktward 16,RVSABM16,Akuku Toru,Rivers,2004-06,1,0,{'Protests': 1}
Aktward 16,RVSABM16,Akuku Toru,Rivers,2004-07,1,0,{'Protests': 1}
Aktward 16,RVSABM16,Akuku Toru,Rivers,2006-03,2,0,{'Battles': 2}
Aktward 16,RVSABM16,Akuku Toru,Rivers,2007-03,1,0,{'Violence against civilians': 1}
Aktward 16,RVSABM16,Akuku Toru,Rivers,2007-07,2,0,"{'Explosions/Remote violence': 1, 'Battles': 1}"
Aktward 16,RVSABM16,Akuku Toru,Rivers,2008-06,1,0,{'Violence against civilians': 1}
Aktward 16,RVSABM16,Akuku Toru,Rivers,2008-09,2,0,"{'Strategic developments': 1, 'Violence against civilians': 1}"
Aktward 16,RVSABM16,Akuku Toru,Rivers,2018-12,1,0,{'Battles': 1}
Aktward 16,RVSABM16,Akuku Toru,Rivers,2022-08,1,0,{'Violence against civilians': 1}
Aktward 16,RVSABM16,Akuku Toru,Rivers,2023-04,1,0,{'Explosions/Remote violence': 1}
Aktward 16,RVSABM16,Akuku Toru,Rivers,2023-11,1,0,{'Explosions/Remote violence': 1}
Aktward 16,RVSABM16,Akuku Toru,Rivers,2024-03,1,0,{'Explosions/Remote violence': 1}
Aktward 16,RVSABM16,Akuku Toru,Rivers,2024-07,1,0,{'Explosions/Remote violence': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2003-06,1,20,{'Battles': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2004-08,1,0,{'Battles': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2008-01,1,0,{'Battles': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2008-07,1,1,{'Battles': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2012-10,1,0,{'Protests': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2014-08,1,0,{'Strategic developments': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2014-11,1,2,{'Violence against civilians': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2015-03,1,2,{'Violence against civilians': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2015-04,1,0,{'Riots': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2017-07,1,5,{'Battles': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2017-11,1,0,{'Riots': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2019-02,1,7,{'Battles': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2019-03,2,2,"{'Protests': 1, 'Battles': 1}"
Aktward 9,RVSABM09,Akuku Toru,Rivers,2020-09,1,1,{'Violence against civilians': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2021-09,1,3,{'Battles': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2022-07,1,0,{'Violence against civilians': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2022-09,1,0,{'Protests': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2023-06,1,1,{'Violence against civilians': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2023-08,1,0,{'Strategic developments': 1}
Aktward 9,RVSABM09,Akuku Toru,Rivers,2024-06,1,0,{'Protests': 1}
Aku 4,ENSGBO07,Igbo-Etiti,Enugu,2023-11,2,0,"{'Protests': 1, 'Strategic developments': 1}"
Aku 4,ENSGBO07,Igbo-Etiti,Enugu,2024-08,2,4,{'Violence against civilians': 2}
Akuba 2,KGSBAS02,Bassa,Kogi,2015-02,1,0,{'Violence against civilians': 1}
Akuba 2,KGSBAS02,Bassa,Kogi,2016-11,2,2,{'Battles': 2}
Akuba 2,KGSBAS02,Bassa,Kogi,2018-04,1,6,{'Battles': 1}
Akuba 2,KGSBAS02,Bassa,Kogi,2022-05,1,1,{'Violence against civilians': 1}
Akuba 2,KGSBAS02,Bassa,Kogi,2022-06,3,8,"{'Violence against civilians': 2, 'Battles': 1}"
Akuba 2,KGSBAS02,Bassa,Kogi,2025-07,1,0,{'Violence against civilians': 1}
Akwaeze,ANSNEN12,Anaocha,Anambra,2023-07,1,2,{'Battles': 1}
Akwaeze,ANSNEN12,Anaocha,Anambra,2025-03,1,0,{'Battles': 1}
